,id,listing_url,name,description,picture_url,host_id,host_url,host_name,host_response_rate,neighbourhood,neighbourhood_group,latitude,longitude,room_type,accommodates,room_type,bedrooms,beds,price,minimum_nights,review_scores_rating,availability_365,instant_bookable,bathrooms
3135,7313246,https://www.airbnb.com/rooms/7313246,"Stunning, facing a parc, Kreuzberg","162 sq. luxury apt., high ceilings and wooden floors, beautiful decoration of antiquities and design, facing a parc, sunny,  balcony on quite courtyard, close to parcs, Canal, underground, bars, shops, perfectly situated between Mitte and Kreuzberg<br /><br /><b>The space</b><br />The apartment is 162 square meter big, has a very big living room/eating room/kitchen area,  a bedroom with a large 180 cm bed (the one with the flowers on the pictures), a bedroom  with a double bed of 140 cm (the bed in dark wood),  an office/room with two good single matresses and another smaller room (the bird room) with two more mattresses if needed. The apartment occupies the whole 2nd floor of  a nice 19th century building facing a parc, with a East and West orientation, which means sun and light !  The location is 10 mn by bicycle to Alexanderplatz, 15 mn by bicycle to Gendarmenmarkt, 5 mn by bicycle to the Kreuzberg canal with very nice bars and cafes on the water, a couple of minutes of Oranienstras",https://a0.muscache.com/pictures/92792619/62e38c99_original.jpg,714863,https://www.airbnb.com/users/show/714863,Geraldine,100.0,nördliche Luisenstadt,Friedrichshain-Kreuzberg,52.5049,13.41978,Entire home/apt,4,Entire home/apt,4.0,5.0,270.0,1,99.0,339,f,2.0
3158,7348586,https://www.airbnb.com/rooms/7348586,STUNNING 89m2 Apartment in Kreuzberg,"Open the doors of Scheleirmacherstrasse 17 and enter a world of elegant decadence, surreal cut-out-of-time athmosphere and rests of a Berlin that doesn't exist anymore...<br />A beautiful surreal apartment in the center of the beautiful and green Kreuzberg...<br /><br /><b>The space</b><br />Open the doors of Scheleirmacherstrasse 17 and enter a world of elegant decadence, surreal cut-out-of-time athmosphere and rests of a Berlin that doesn't exist anymore...<br /><br />Read a book in the candlelight while listening to an old grammophone and dream of romantic times when art was reigning over it all, life had unexpected turns and and love was still full of passion...<br /><br />The bedroom is a very spacious 37 m2 bedroom with a king size bed  that is a boudoir of seduction of senses...<br />The furniture belonged to one of the rooms of the Japanese Embassy in Berlin in the 1920s. Precious hand painted tables, chairs, the king size bed, will give you a unique feeling of elegant decadenc",https://a0.muscache.com/pictures/93547906/daf49d32_original.jpg,5857749,https://www.airbnb.com/users/show/5857749,Lada,0.0,Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,52.49276,13.39724,Entire home/apt,3,Entire home/apt,1.0,2.0,150.0,10,100.0,363,f,1.0
3204,7454487,https://www.airbnb.com/rooms/7454487,Cosy Flat in Hipster District  Berlin/Neukölln,"Meine Unterkunft ist in der Nähe von Sameheads, Schiller Burger, Ban Ban Kitchen, Engels Café und La Pecora Nera. Du wirst meine Unterkunft lieben wegen die Lage, hohe Decken und Gemütlichkeit. Meine Unterkunft ist gut für paare, alleinreisende abenteurer, geschäftsreisende und pelzige freunde (haustiere).",https://a0.muscache.com/pictures/ef845ac6-12d5-4a5e-a150-88f2cb848f28.jpg,25106255,https://www.airbnb.com/users/show/25106255,Eugen,100.0,Rixdorf,Neukölln,52.47804,13.43855,Entire home/apt,4,Entire home/apt,1.0,2.0,58.0,5,93.0,71,t,1.0
3214,7479300,https://www.airbnb.com/rooms/7479300,Maisonette App. in Prenzlauer Berg,"115 sq. two floors appartment located in the center of Berlin, Prenzlauer Berg near Mauerpark with view to the Fernsehturm. Fully equipped, perfekt for family with kids. A new modern building, bright and sunny.<br /><br /><b>Guest access</b><br />The app. has got a big balcony in 4th floor and small one in 3rd floor.",https://a0.muscache.com/pictures/94818461/a3657d18_original.jpg,6587650,https://www.airbnb.com/users/show/6587650,Andreas,0.0,Prenzlauer Berg Nordwest,Pankow,52.55031999999999,13.403429999999998,Entire home/apt,5,Entire home/apt,3.0,5.0,170.0,3,97.0,86,f,2.0
3222,7489134,https://www.airbnb.com/rooms/7489134,New holiday home; children for free,"Children are free; please count adults only.<br /><br />The clean domicile is almost 60 sqm and is located in the ground floor of our house. The entrance is seperated and you´ll find everything to feel like home!<br /><br /><b>The space</b><br />The apartment has a large living room with kitchen. The sofa could used as a bed (2m x 1,4m). A childseat is located in the champer. <br /><br />In the spleeping room you will find a bed (2mx1,6m) and optional a cot.<br /><br />The bathroom is equipped with bath, seperate shower an a washing mashine.<br /><br /><b>Guest access</b><br />The complete apartment is used by you only.",https://a0.muscache.com/pictures/103350101/810992b9_original.jpg,39222511,https://www.airbnb.com/users/show/39222511,Florian,100.0,West 1,Reinickendorf,52.573409999999996,13.28788,Entire home/apt,4,Entire home/apt,1.0,2.0,74.0,2,98.0,351,t,1.0
3223,7489785,https://www.airbnb.com/rooms/7489785,Spacious living balcony under trees,"This apartment has WLAN and a bright, big kitchen with a balcony. The silent apartment in the first floor is spacious and has very high walls. It is located in a diverse neighbourhood close to parks and cafes. You can realise the Open-Minded-Berlin..",https://a0.muscache.com/pictures/95271712/47eeeed7_original.jpg,20964212,https://www.airbnb.com/users/show/20964212,Nico,0.0,Brunnenstr. Süd,Mitte,52.53495,13.4006,Private room,3,Private room,1.0,2.0,90.0,5,97.0,274,f,1.5
3226,7495407,https://www.airbnb.com/rooms/7495407,Heval's 5-Room Grand Appartment,"In this apartment a lot of space and modern aesthetics are joined together harmoniously. Whether you spend with your family or with your friends for a few days in the city, this apartment is your starting point to relax.<br /><br /><b>The space</b><br />The apartment is 150 square meters and has 4 bedrooms. It is located on the 3rd floor of a residential building with elevator.<br /><br />The main room is decorated with an open kitchen in American style. With fresh colors and attractive decoration it is creating an atmosphere of wellbeing.<br /><br />The kitchenette is well equipped. It has a practical dishwasher, as well as other electrical appliances such as a toaster, a coffee maker, a stove with oven and a kettle.<br /><br />Besides a large sitting area and a dining table a modern flat screen TV with DVD player is available. Furthermore  a music system and Internet via Wi-Fi are available.<br /><br />The four bedrooms are stocky with a fresh color. In addition to two rooms with a d",https://a0.muscache.com/pictures/102054752/e901984c_original.jpg,39257044,https://www.airbnb.com/users/show/39257044,Heval,100.0,Tempelhof,Tempelhof - Schöneberg,52.473769999999995,13.38616,Entire home/apt,13,Entire home/apt,4.0,0.0,177.0,4,92.0,361,f,2.0
3246,7526348,https://www.airbnb.com/rooms/7526348,LUX! New Modern Central Quiet Flat in Berlin Mitte,"This VERY QUIET 65m2 garden apartment is centrally located on Gartenstrasse in Berlin Mitte. Just steps away from The Wall at Bernauer Str.& Nordbahnhof (S-Bahn), close to Naturkundemuseum (U-Bahn) as well.<br /><br />Modern, elegant, high-quality furnishings & decor, walk-in closet. High speed broadband (100Mb/S) & cable TV included. Flat is used for rentals, so you won't be sharing the space with any of my clothes or personal items. <br /><br />In case of long-term rentals please ask for additional discounts!<br /><br /><b>The space</b><br />High ceilings, light and sunny.  A garden oasis in the middle of Mitte. Apartment as well as complete building is brand new, was finished end of 2015.<br /><br /><b>Guest access</b><br />You have exclusive access to the entire apartment, including the terrace and small garden in front of the entrance.<br /><br /><b>Other things to note</b><br />The bed is 160cmx200cm and has a very comfortable memory foam Tempurpedic mattress, so you'll get some ",https://a0.muscache.com/pictures/68b7a5ba-7fbf-45b0-af65-a662d4a11ee7.jpg,39439951,https://www.airbnb.com/users/show/39439951,Moritz,0.0,Brunnenstr. Süd,Mitte,52.532169999999994,13.387279999999999,Entire home/apt,3,Entire home/apt,1.0,1.0,122.0,1,98.0,78,t,1.0
3248,7535101,https://www.airbnb.com/rooms/7535101,1-Room -Appt. Rosenthaler Pl /Wall,"MTTE near PRENZLAUER BERG: Cosy little apartment situated in typical 19th  century backyard, centrally located, but bright, calm and cosy, near Rosenthaler Pl. and Mauerpark,w/ W-LAN, TV, DVD & Fax, is waiting for active Berlin-visitors and -starters<br /><br /><b>The space</b><br />Situated in a typical 19th century Berlin backyard, on the 3rd floor with windows to the south , there is air und sunlight entering this cosy little appartment, while the noisy city remains outside. The setting is urban and authentic, the kitchen and bathroom amenities may not necessarily be up to 2020 standard (hot shower is not guaranteed all day, at times it may be just warm), but it´s all well maintained, charming and taken care of.<br /><br /><b>Guest access</b><br />You can use the entire apartment and all its amenities. Although there is an immense variety of restaurants, cafés and convenience food stores in the vicinity, I love to cook meals and host guests - therefore the kitchen is fully equipped.",https://a0.muscache.com/pictures/95538453/f6d8a0b6_original.jpg,1148921,https://www.airbnb.com/users/show/1148921,Tom,83.0,Brunnenstr. Süd,Mitte,52.53723000000001,13.396370000000001,Entire home/apt,3,Entire home/apt,1.0,2.0,72.0,2,88.0,136,t,1.0
3256,7543419,https://www.airbnb.com/rooms/7543419,Bergmann Kiez. The place to be!,"My Souterrain  2 room  NEWLY RENOVATED very comfortable apartment is  on the Möckernstrasse in the heart of the lively Bergmann Kiez. Location and cool apartment makes for a perfect Berlin City break. Hope to see you soon in this fine city.<br /><br /><b>The space</b><br />My 2 room Souterrain 70m2 apartment is in one of the best areas in town known as the BERGMANN KIEZ just a stones throw from the lovely Victoria Park. <br />The fully functional kitchen is there for you to use. It comes with hobs , oven , microwave, toaster , kettle and coffee machine.<br />The living room comes with sofas a dining area as well as a single bed which can be made  into a double bed(160x200) and a 32 inch TV for you to watch. Please let me know beforehand if you need the bed made up to the double bed.<br />The bedroom has 2 single beds  and a double box spring bed (140x200)This room also has a 32 inch TV . The bathroom has a shower and a toilet. Bed linen ,an iron ,towels and hairdryer are provided.  <br",https://a0.muscache.com/pictures/pro_photo_tool/Hosting-7543419-unapproved/original/07214aad-b345-436c-b48a-1207291ca219.JPEG,22276081,https://www.airbnb.com/users/show/22276081,Martin,100.0,Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,52.48964,13.380720000000002,Entire home/apt,5,Entire home/apt,2.0,4.0,41.0,2,96.0,323,t,1.0
3257,7545423,https://www.airbnb.com/rooms/7545423,Ferienwohnung an der Spree,"Die Wohnung wurde vor kurzem aufwendig umgebaut, renoviert, mit Designbelag ausgestattet und neu eingerichtet. Die moderne Küche lässt nichts vermissen. In dem Wohnzimmer befindet sich eine gemütliche Couch, die auch als Schlafcouch, (1,40x2,00m) nutzbar ist. Das Schlafzimmer ist mit einem Doppelbett, einer ausklappabren Couch und einem Kleiderschrank möbliert. Die Wohnung bietet Platz für max. 5 Personen. <br /><br />Bitte beachten Sie, das  5 % Übernachtungsteuer bei Anreise in Bar zu bezahlen sind.<br /><br /><b>The space</b><br />Die Besonderheit der Wohnung, Sie können das Licht, die Steckdosen, sowie die LED Deckenumrandung mit ihren eigenen Smartphone Steuerung. Das App heißt Loxone, die Zugangsdaten finden Sie in der Wohnung. <br /><br />Eine Ferienwohnung mit Smart Home. Was bedeutet das? Sie können die gesamte Wohnung nicht nur mit ein Tablett welches in der Wand verbaut ist, sondern auch mit ihren eigenen Handy steuern. Hierbei ist es völlig egal ob Sie ein iPhone haben oder",https://a0.muscache.com/pictures/95710644/bdc0632d_original.jpg,39537907,https://www.airbnb.com/users/show/39537907,Andre,100.0,Moabit Ost,Mitte,52.521609999999995,13.34605,Entire home/apt,5,Entire home/apt,1.0,0.0,88.0,3,93.0,324,t,1.0
3271,7560506,https://www.airbnb.com/rooms/7560506,Heval's 6-Room Grand Appartment,"In this apartment a lot of space and modern aesthetics are joined together harmoniously. Whenever you spend with your family or with your friends for a few days in the city, this apartment is your starting point to relax.<br /><br /><b>The space</b><br />The apartment is 180 square meters and has 5 bedrooms. It is located on the 3rd floor of a residential building with elevator.<br /><br />The main room is decorated with an open kitchen in American style. With fresh colors and attractive decoration it is creating an atmosphere of wellbeing.<br /><br />The kitchenette is well equipped. It has a practical dishwasher, as well as other electrical appliances such as a toaster, a coffee maker, a stove with oven and a kettle.<br /><br />Besides a large sitting area and a dining table a modern flat screen TV with DVD player is available. Furthermore  a music system and Internet via Wi-Fi are available.<br /><br />The five bedrooms are stocky with a fresh hue. In addition to a room with a doubl",https://a0.muscache.com/pictures/102135033/5c9ca792_original.jpg,39257044,https://www.airbnb.com/users/show/39257044,Heval,100.0,Tempelhof,Tempelhof - Schöneberg,52.47205,13.38548,Entire home/apt,15,Entire home/apt,5.0,0.0,403.0,4,95.0,339,f,0.0
3273,7560830,https://www.airbnb.com/rooms/7560830,Heval's 4-Room Grand Appartment,"In this apartment a lot of space and modern aesthetics are joined together harmoniously. Whether you spend with your family or with your friends for a few days in the city, this apartment is your starting point to relax.<br /><br /><b>The space</b><br />The apartment is 135 square meters and has 3 bedrooms. It is located on the 3rd floor of a residential building with elevator.<br /><br />The main room is decorated with an open kitchen in American style. With fresh colors and attractive decoration it is creating an atmosphere of wellbeing.<br /><br />The kitchenette is well equipped. It has a practical dishwasher, as well as other electrical appliances such as a toaster, a coffee maker, a stove with oven and a kettle.<br /><br />Besides a large sitting area and a dining table a modern flat screen TV with DVD player is available. Furthermore  a music system and Internet via Wi-Fi are available.<br /><br />The three bedrooms are stocky with a fresh color.  In addition to a room with a do",https://a0.muscache.com/pictures/100705556/17ee518a_original.jpg,39257044,https://www.airbnb.com/users/show/39257044,Heval,100.0,Tempelhof,Tempelhof - Schöneberg,52.474340000000005,13.384210000000001,Entire home/apt,12,Entire home/apt,3.0,0.0,184.0,4,89.0,351,t,2.0
